"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant"
"3603",28,16,0,0,0,28,8,20,"total.seagrass"
"3604",68,0,0,0,0,32,0,0,"total.seagrass"
"3605",40,0,0,0,0,36,0,16,"total.seagrass"
"3606",4,44,0,0,0,12,0,40,"Turf.algae"
"3607",0,52,0,0,0,4,4,40,"Turf.algae"
"3608",0,28,0,0,0,12,4,56,"Macroalgae"
"3609",4,4,0,0,0,12,4,76,"Macroalgae"
"3610",4,68,0,0,0,8,0,20,"Turf.algae"
"3611",4,0,0,0,0,12,0,84,"Macroalgae"
"3612",20,40,0,0,0,28,0,12,"Turf.algae"
"3613",0,4,0,0,0,44,4,48,"Macroalgae"
"3614",12,4,0,0,0,52,0,32,"Unconsolidated"
"3615",56,0,0,0,0,40,0,4,"total.seagrass"
"3616",0,40,0,0,0,24,0,36,"Turf.algae"
"3617",68,0,4,0,0,20,0,8,"total.seagrass"
"3618",12,12,0,0,0,24,0,52,"Macroalgae"
"3619",60,0,0,0,0,16,0,24,"total.seagrass"
"3620",92,0,0,0,0,8,0,0,"total.seagrass"
"3621",100,0,0,0,0,0,0,0,"total.seagrass"
"3622",88,0,0,0,0,12,0,0,"total.seagrass"
"3623",84,0,0,0,0,16,0,0,"total.seagrass"
"3624",76,0,0,0,0,24,0,0,"total.seagrass"
"3625",96,0,0,0,0,4,0,0,"total.seagrass"
"3626",76,0,0,0,0,24,0,0,"total.seagrass"
"3627",40,20,0,0,0,16,4,20,"total.seagrass"
"3628",68,0,0,0,0,20,0,12,"total.seagrass"
"3629",88,0,0,0,0,12,0,0,"total.seagrass"
"3630",8,12,0,0,0,36,0,44,"Macroalgae"
"3631",8,16,0,0,0,28,0,48,"Macroalgae"
"3632",60,0,0,0,0,24,8,8,"total.seagrass"
"3633",40,0,0,0,0,28,0,32,"total.seagrass"
"3634",0,0,0,0,0,76,0,24,"Unconsolidated"
"3635",100,0,0,0,0,0,0,0,"total.seagrass"
"3636",100,0,0,0,0,0,0,0,"total.seagrass"
"3637",92,0,0,0,0,8,0,0,"total.seagrass"
"3638",20,44,0,0,0,12,0,24,"Turf.algae"
"3639",84,0,0,0,0,12,0,4,"total.seagrass"
"3640",48,20,4,0,0,28,0,0,"total.seagrass"
"3641",88,0,0,0,0,12,0,0,"total.seagrass"
"3642",0,12,0,0,0,24,0,64,"Macroalgae"
"3643",0,32,0,0,0,28,0,40,"Macroalgae"
"3644",56,0,0,0,0,12,0,32,"total.seagrass"
"3645",64,0,0,0,0,36,0,0,"total.seagrass"
"3646",96,0,0,0,0,4,0,0,"total.seagrass"
"3647",100,0,0,0,0,0,0,0,"total.seagrass"
"3648",4,24,0,0,0,16,0,56,"Macroalgae"
"3649",0,12,8,0,16,8,0,56,"Macroalgae"
"3650",24,32,4,0,0,20,0,20,"Turf.algae"
"3651",88,0,0,0,0,12,0,0,"total.seagrass"
"3652",76,0,0,0,0,20,0,4,"total.seagrass"
"3653",68,0,12,0,0,20,0,0,"total.seagrass"
"3654",40,8,0,0,0,20,8,24,"total.seagrass"
"3655",68,8,0,0,0,20,4,0,"total.seagrass"
"3656",72,12,0,0,0,8,0,8,"total.seagrass"
"3657",100,0,0,0,0,0,0,0,"total.seagrass"
"3658",96,0,0,0,0,4,0,0,"total.seagrass"
"3659",100,0,0,0,0,0,0,0,"total.seagrass"
"3660",88,0,0,0,0,0,8,4,"total.seagrass"
"3661",100,0,0,0,0,0,0,0,"total.seagrass"
"3662",100,0,0,0,0,0,0,0,"total.seagrass"
"3663",96,0,0,0,0,4,0,0,"total.seagrass"
"3664",100,0,0,0,0,0,0,0,"total.seagrass"
"3665",100,0,0,0,0,0,0,0,"total.seagrass"
"3666",96,0,0,0,0,4,0,0,"total.seagrass"
"3667",45.83,4.17,0,0,0,4.17,0,45.83,"total.seagrass"
"3668",76,0,0,0,0,24,0,0,"total.seagrass"
"3669",28,0,0,0,0,8,28,36,"Macroalgae"
"3670",80,0,0,0,0,20,0,0,"total.seagrass"
"3671",68,8,0,0,0,8,0,16,"total.seagrass"
"3672",76,0,0,0,0,16,0,8,"total.seagrass"
"3673",88,0,0,0,0,8,0,4,"total.seagrass"
"3674",32,24,0,0,0,20,8,16,"total.seagrass"
"3675",100,0,0,0,0,0,0,0,"total.seagrass"
"3676",100,0,0,0,0,0,0,0,"total.seagrass"
"3677",84,0,0,0,0,16,0,0,"total.seagrass"
"3678",76,0,0,0,0,20,0,4,"total.seagrass"
"3679",100,0,0,0,0,0,0,0,"total.seagrass"
"3680",76,0,0,0,0,12,0,12,"total.seagrass"
"3681",88,0,0,0,0,12,0,0,"total.seagrass"
"3682",60,4,0,0,0,4,0,32,"total.seagrass"
"3683",56,0,0,0,0,44,0,0,"total.seagrass"
"3684",96,0,0,0,0,0,0,4,"total.seagrass"
"3685",72,0,0,0,0,20,0,8,"total.seagrass"
"3686",68,4,0,0,0,28,0,0,"total.seagrass"
"3687",92,0,0,0,0,8,0,0,"total.seagrass"
"3688",44,0,0,0,0,56,0,0,"Unconsolidated"
"3689",100,0,0,0,0,0,0,0,"total.seagrass"
"3690",80,0,0,0,0,20,0,0,"total.seagrass"
"3691",96,0,0,0,0,4,0,0,"total.seagrass"
"3692",68,0,0,0,0,20,0,12,"total.seagrass"
"3693",8,16,0,0,0,36,0,40,"Macroalgae"
"3694",68,0,0,0,0,32,0,0,"total.seagrass"
"3695",56,0,0,0,0,12,8,24,"total.seagrass"
"3696",100,0,0,0,0,0,0,0,"total.seagrass"
"3697",100,0,0,0,0,0,0,0,"total.seagrass"
"3698",92,0,0,0,0,8,0,0,"total.seagrass"
"3699",88,0,0,0,0,12,0,0,"total.seagrass"
"3700",100,0,0,0,0,0,0,0,"total.seagrass"
"3701",92,0,0,0,0,8,0,0,"total.seagrass"
"3702",80,0,0,0,0,20,0,0,"total.seagrass"
"3703",100,0,0,0,0,0,0,0,"total.seagrass"
"3704",100,0,0,0,0,0,0,0,"total.seagrass"
"3705",68,0,0,0,0,16,0,16,"total.seagrass"
"3706",84,4,0,0,0,12,0,0,"total.seagrass"
"3707",88,0,4,0,0,8,0,0,"total.seagrass"
"3708",96,0,0,0,0,4,0,0,"total.seagrass"
"3709",76,0,0,0,0,24,0,0,"total.seagrass"
"3710",88,0,0,0,0,12,0,0,"total.seagrass"
"3711",88,0,0,0,0,12,0,0,"total.seagrass"
"3712",100,0,0,0,0,0,0,0,"total.seagrass"
"3713",76,0,0,0,0,24,0,0,"total.seagrass"
"3714",12.5,0,0,0,0,25,0,62.5,"Macroalgae"
"3715",0,0,0,0,0,48,0,52,"Macroalgae"
"3716",0,4,0,0,0,76,0,20,"Unconsolidated"
"3717",20,4,0,0,0,64,0,12,"Unconsolidated"
"3718",0,8,0,0,0,40,0,52,"Macroalgae"
"3719",88,8,0,0,0,4,0,0,"total.seagrass"
"3720",84,0,0,0,0,16,0,0,"total.seagrass"
"3721",96,0,0,0,0,4,0,0,"total.seagrass"
"3722",96,0,0,0,0,4,0,0,"total.seagrass"
"3723",40,0,0,0,0,12,0,48,"Macroalgae"
"3724",68,16,0,0,0,12,0,4,"total.seagrass"
"3725",96,0,0,0,0,4,0,0,"total.seagrass"
"3726",4,0,0,0,0,60,0,36,"Unconsolidated"
"3727",28,0,0,0,0,32,0,40,"Macroalgae"
"3728",28,0,0,0,0,52,0,20,"Unconsolidated"
"3729",0,20,0,0,0,24,0,56,"Macroalgae"
"3730",8,0,8,0,0,48,0,36,"Unconsolidated"
"3731",100,0,0,0,0,0,0,0,"total.seagrass"
"3732",68,4,0,0,0,12,4,12,"total.seagrass"
"3733",100,0,0,0,0,0,0,0,"total.seagrass"
"3734",100,0,0,0,0,0,0,0,"total.seagrass"
"3735",100,0,0,0,0,0,0,0,"total.seagrass"
"3736",92,0,0,0,0,8,0,0,"total.seagrass"
"3737",100,0,0,0,0,0,0,0,"total.seagrass"
"3738",88,0,0,0,0,12,0,0,"total.seagrass"
"3739",100,0,0,0,0,0,0,0,"total.seagrass"
"3740",76,0,0,0,0,12,0,12,"total.seagrass"
"3741",100,0,0,0,0,0,0,0,"total.seagrass"
"3742",96,0,0,0,0,4,0,0,"total.seagrass"
"3743",92,0,0,0,0,8,0,0,"total.seagrass"
"3744",100,0,0,0,0,0,0,0,"total.seagrass"
"3745",92,0,0,0,0,4,0,0,"total.seagrass"
"3746",100,0,0,0,0,0,0,0,"total.seagrass"
"3747",92,0,0,0,0,8,0,0,"total.seagrass"
"3748",92,0,0,0,0,8,0,0,"total.seagrass"
"3749",100,0,0,0,0,0,0,0,"total.seagrass"
"3750",100,0,0,0,0,0,0,0,"total.seagrass"
"3751",92,0,0,0,0,0,0,8,"total.seagrass"
"3752",96,0,0,0,0,0,0,4,"total.seagrass"
"3753",100,0,0,0,0,0,0,0,"total.seagrass"
"3754",96,0,0,0,0,4,0,0,"total.seagrass"
"3755",92,0,0,0,0,8,0,0,"total.seagrass"
"3756",100,0,0,0,0,0,0,0,"total.seagrass"
"3757",100,0,0,0,0,0,0,0,"total.seagrass"
"3758",100,0,0,0,0,0,0,0,"total.seagrass"
"3759",92,0,0,0,0,8,0,0,"total.seagrass"
"3760",72,0,0,0,0,8,0,20,"total.seagrass"
"3761",88,0,0,0,0,12,0,0,"total.seagrass"
"3762",12,0,0,0,0,52,0,36,"Unconsolidated"
"3763",32,0,0,0,0,56,0,12,"Unconsolidated"
"3764",92,0,0,0,0,8,0,0,"total.seagrass"
"3765",69.57,0,0,0,0,30.43,0,0,"total.seagrass"
"3766",96,0,0,0,0,4,0,0,"total.seagrass"
"3767",100,0,0,0,0,0,0,0,"total.seagrass"
"3768",100,0,0,0,0,0,0,0,"total.seagrass"
"3769",64,0,0,0,0,28,4,4,"total.seagrass"
"3770",40,40,0,0,0,20,0,0,"total.seagrass"
"3771",92,0,0,0,0,8,0,0,"total.seagrass"
"3772",100,0,0,0,0,0,0,0,"total.seagrass"
"3773",96,0,0,0,0,4,0,0,"total.seagrass"
"3774",100,0,0,0,0,0,0,0,"total.seagrass"
"3775",76,0,0,0,0,24,0,0,"total.seagrass"
"3776",96,0,0,0,0,0,0,4,"total.seagrass"
"3777",96,0,0,0,0,4,0,0,"total.seagrass"
"3778",100,0,0,0,0,0,0,0,"total.seagrass"
"3779",20,32,0,0,0,8,8,32,"Turf.algae"
"3780",84,0,0,0,0,4,8,4,"total.seagrass"
"3781",4,8,0,0,0,20,0,68,"Macroalgae"
"3782",100,0,0,0,0,0,0,0,"total.seagrass"
"3783",16.67,8.34,0,0,0,50,4.17,20.83,"Unconsolidated"
"3784",100,0,0,0,0,0,0,0,"total.seagrass"
"3785",44,0,0,0,0,16,0,40,"total.seagrass"
"3786",0,32,4,0,0,36,20,4,"Unconsolidated"
"3787",0,16,4,0,0,0,76,4,"Consolidated"
"3788",0,8,0,0,0,44,28,20,"Unconsolidated"
"3789",0,8,0,0,0,72,20,0,"Unconsolidated"
"3790",0,0,0,0,0,100,0,0,"Unconsolidated"
"3791",0,0,0,0,0,76,4,20,"Unconsolidated"
"3792",0,12,0,0,0,88,0,0,"Unconsolidated"
"3793",0,0,0,0,0,100,0,0,"Unconsolidated"
"3794",0,24,0,0,0,72,0,4,"Unconsolidated"
"3795",0,4,0,0,0,64,24,8,"Unconsolidated"
"3796",0,28,0,0,0,72,0,0,"Unconsolidated"
"3797",0,52,0,0,0,48,0,0,"Turf.algae"
"3798",0,32,0,0,0,68,0,0,"Unconsolidated"
"3799",0,40,0,0,0,40,8,12,"Turf.algae"
"3800",0,0,0,0,0,72,20,8,"Unconsolidated"
"3801",0,72,0,0,0,28,0,0,"Turf.algae"
"3802",0,12,0,0,0,52,28,8,"Unconsolidated"
"3803",0,44,0,0,0,56,0,0,"Unconsolidated"
"3804",0,0,0,0,0,64,28,8,"Unconsolidated"
"3805",0,0,0,0,0,100,0,0,"Unconsolidated"
"3806",0,0,0,0,0,100,0,0,"Unconsolidated"
"3807",0,4,0,0,0,92,0,4,"Unconsolidated"
"3808",0,0,0,0,0,88,12,0,"Unconsolidated"
"3809",0,8,0,0,0,92,0,0,"Unconsolidated"
"3810",0,4,0,0,0,48,48,0,"Unconsolidated"
"3811",0,12,0,0,0,76,12,0,"Unconsolidated"
"3812",0,0,0,0,0,100,0,0,"Unconsolidated"
"3813",0,0,0,0,0,100,0,0,"Unconsolidated"
"3814",0,0,0,0,4,96,0,0,"Unconsolidated"
"3815",0,0,0,0,0,64,36,0,"Unconsolidated"
"3816",0,0,4,0,0,12,84,0,"Consolidated"
"3817",0,0,0,0,0,28,72,0,"Consolidated"
"3818",0,0,4,0,0,56,36,4,"Unconsolidated"
"3819",0,4,0,0,0,48,40,8,"Unconsolidated"
"3820",0,0,16,0,0,32,44,8,"Consolidated"
"3821",0,4,0,0,0,88,0,8,"Unconsolidated"
"3822",0,0,0,0,0,40,56,4,"Consolidated"
"3823",0,8,0,0,0,28,60,4,"Consolidated"
"3824",0,0,0,0,0,32,56,4,"Consolidated"
"3825",0,16,0,0,0,16,52,16,"Consolidated"
"3826",0,12,0,0,0,36,36,0,"Unconsolidated"
"3827",0,4,0,0,0,24,56,12,"Consolidated"
"3828",0,4,4,0,0,32,44,16,"Consolidated"
"3829",0,0,0,0,0,52,40,8,"Unconsolidated"
"3830",0,0,0,0,0,100,0,0,"Unconsolidated"
"3831",0,24,0,0,0,76,0,0,"Unconsolidated"
"3832",0,24,0,0,0,68,8,0,"Unconsolidated"
"3833",0,28,0,0,0,68,4,0,"Unconsolidated"
"3834",0,28,0,0,0,60,4,8,"Unconsolidated"
"3835",0,16,0,0,0,84,0,0,"Unconsolidated"
"3836",0,0,0,0,0,100,0,0,"Unconsolidated"
"3837",0,0,0,0,0,92,0,8,"Unconsolidated"
"3838",0,4,0,0,0,92,0,4,"Unconsolidated"
"3839",0,4,0,0,0,96,0,0,"Unconsolidated"
"3840",0,0,0,0,0,100,0,0,"Unconsolidated"
"3841",0,4,0,0,0,96,0,0,"Unconsolidated"
"3842",0,0,0,0,0,96,0,4,"Unconsolidated"
"3843",0,0,0,0,0,100,0,0,"Unconsolidated"
"3844",0,0,0,0,0,100,0,0,"Unconsolidated"
"3845",0,0,0,0,0,96,0,4,"Unconsolidated"
"3846",0,0,0,0,0,100,0,0,"Unconsolidated"
"3847",0,0,0,0,0,100,0,0,"Unconsolidated"
"3848",0,0,0,0,0,100,0,0,"Unconsolidated"
"3849",0,0,0,0,0,96,0,4,"Unconsolidated"
"3850",0,0,0,0,0,100,0,0,"Unconsolidated"
"3851",0,0,0,0,0,100,0,0,"Unconsolidated"
"3852",0,0,0,0,0,100,0,0,"Unconsolidated"
"3853",0,0,0,0,0,100,0,0,"Unconsolidated"
"3854",0,0,0,0,0,100,0,0,"Unconsolidated"
"3855",0,0,0,0,0,100,0,0,"Unconsolidated"
"3856",0,0,0,0,0,100,0,0,"Unconsolidated"
"3857",0,0,0,0,0,100,0,0,"Unconsolidated"
"3858",0,0,0,0,0,100,0,0,"Unconsolidated"
"3859",0,0,0,0,0,100,0,0,"Unconsolidated"
"3860",0,0,0,0,0,100,0,0,"Unconsolidated"
"3861",0,0,0,0,0,100,0,0,"Unconsolidated"
"3862",0,0,0,0,0,100,0,0,"Unconsolidated"
"3863",0,0,0,0,0,100,0,0,"Unconsolidated"
"3864",0,0,0,0,0,100,0,0,"Unconsolidated"
"3865",0,0,0,0,0,100,0,0,"Unconsolidated"
"3866",0,0,0,0,0,100,0,0,"Unconsolidated"
"3867",0,0,0,0,0,100,0,0,"Unconsolidated"
"3868",0,0,0,0,0,96,4,0,"Unconsolidated"
"3869",0,0,0,0,0,100,0,0,"Unconsolidated"
"3870",0,4,0,0,0,96,0,0,"Unconsolidated"
"3871",0,8,8,0,0,76,8,0,"Unconsolidated"
"3872",0,12,8,0,0,44,36,0,"Unconsolidated"
"3873",0,0,0,0,0,92,8,0,"Unconsolidated"
"3874",0,4,0,0,0,64,32,0,"Unconsolidated"
"3875",0,0,0,0,0,96,4,0,"Unconsolidated"
"3876",0,0,0,0,0,100,0,0,"Unconsolidated"
"3877",0,8,8,0,0,84,0,0,"Unconsolidated"
"3878",0,0,0,0,0,48,44,8,"Unconsolidated"
"3879",0,0,4,0,0,60,32,4,"Unconsolidated"
"3880",0,0,0,0,0,100,0,0,"Unconsolidated"
"3881",0,0,4,0,0,88,4,4,"Unconsolidated"
"3882",0,8,0,0,0,52,36,4,"Unconsolidated"
"3883",0,8,0,0,0,40,48,4,"Consolidated"
"3884",0,0,0,0,0,32,36,32,"Consolidated"
"3885",0,0,0,0,0,76,24,0,"Unconsolidated"
"3886",0,20,0,0,0,80,0,0,"Unconsolidated"
"3887",0,4,0,0,0,48,24,24,"Unconsolidated"
"3888",0,37.5,0,0,0,62.5,0,0,"Unconsolidated"
"3889",0,36,0,0,0,64,0,0,"Unconsolidated"
"3890",0,28,0,0,0,72,0,0,"Unconsolidated"
"3891",0,0,0,0,0,44,44,12,"Unconsolidated"
"3892",0,0,0,0,0,72,24,4,"Unconsolidated"
"3893",0,12,0,0,0,76,4,8,"Unconsolidated"
"3894",0,12,4,0,0,56,24,4,"Unconsolidated"
"3895",0,8,0,0,0,76,16,0,"Unconsolidated"
"3896",0,0,8,0,0,60,28,0,"Unconsolidated"
"3897",0,0,8,0,0,16,44,32,"Consolidated"
"3898",0,4,12,0,0,36,40,8,"Consolidated"
"3899",0,32,4,0,0,8,56,0,"Consolidated"
"3900",0,28,4,0,0,24,44,0,"Consolidated"
"3901",0,12,0,0,0,52,36,0,"Unconsolidated"
"3902",0,12,8,0,0,48,32,0,"Unconsolidated"
"3903",0,4,0,0,0,16,76,4,"Consolidated"
"3904",0,0,0,0,0,40,60,0,"Consolidated"
"3905",0,20,8,0,0,8,60,4,"Consolidated"
"3906",0,16,4,0,0,76,4,0,"Unconsolidated"
"3907",0,0,0,0,0,52,48,0,"Unconsolidated"
"3908",0,0,0,0,0,100,0,0,"Unconsolidated"
"3909",0,8,0,0,0,92,0,0,"Unconsolidated"
"3910",0,20,0,0,0,36,44,0,"Consolidated"
"3911",0,28,0,0,0,4,60,8,"Consolidated"
"3912",0,20,12,0,0,56,12,0,"Unconsolidated"
"3913",0,0,0,0,0,56,40,4,"Unconsolidated"
"3914",0,8,0,0,0,92,0,0,"Unconsolidated"
"3915",0,0,0,0,0,100,0,0,"Unconsolidated"
"3916",0,0,0,0,0,100,0,0,"Unconsolidated"
"3917",0,12,0,0,0,72,16,0,"Unconsolidated"
"3918",0,8,0,0,0,72,20,0,"Unconsolidated"
"3919",0,16,0,0,0,68,16,0,"Unconsolidated"
"3920",0,0,4,0,0,56,40,0,"Unconsolidated"
"3921",0,0,0,0,0,88,12,0,"Unconsolidated"
"3922",0,0,0,0,0,100,0,0,"Unconsolidated"
"3923",0,8,0,0,0,88,4,0,"Unconsolidated"
"3924",0,36,0,0,0,44,20,0,"Unconsolidated"
"3925",0,32,8,0,0,8,48,4,"Consolidated"
"3926",0,12,0,0,0,36,52,0,"Consolidated"
"3927",0,44,0,0,0,16,40,0,"Turf.algae"
"3928",0,48,8,0,0,28,12,0,"Turf.algae"
"3929",0,16,4,0,0,4,72,4,"Consolidated"
"3930",0,4,4,0,0,28,56,8,"Consolidated"
"3931",0,24,0,0,0,48,28,0,"Unconsolidated"
"3932",0,32,0,0,0,20,48,0,"Consolidated"
"3933",0,0,0,0,0,32,68,0,"Consolidated"
"3934",0,16,0,0,0,36,48,0,"Consolidated"
"3935",0,12,0,0,0,68,20,0,"Unconsolidated"
"3936",0,16,0,0,0,84,0,0,"Unconsolidated"
"3937",0,28,0,0,0,56,16,0,"Unconsolidated"
"3938",0,40,0,0,0,4,56,0,"Consolidated"
"3939",0,0,4,0,0,56,28,8,"Unconsolidated"
"3940",0,40,0,0,0,16,44,0,"Consolidated"
"3941",0,48,0,0,0,8,44,0,"Turf.algae"
"3942",0,16,8,0,0,8,64,4,"Consolidated"
"3943",0,44,0,0,8,24,24,0,"Turf.algae"
"3944",0,68,0,0,0,8,24,0,"Turf.algae"
"3945",0,96,0,0,0,4,0,0,"Turf.algae"
"3946",0,12,0,0,0,32,56,0,"Consolidated"
"3947",0,20,0,0,0,72,8,0,"Unconsolidated"
"3948",0,8,4,0,0,84,0,4,"Unconsolidated"
"3949",0,4,0,0,0,96,0,0,"Unconsolidated"
"3950",0,0,0,0,0,100,0,0,"Unconsolidated"
"3951",0,0,0,0,0,100,0,0,"Unconsolidated"
"3952",0,0,0,0,0,100,0,0,"Unconsolidated"
"3953",0,0,0,0,0,96,0,4,"Unconsolidated"
"3954",0,0,0,0,0,100,0,0,"Unconsolidated"
"3955",0,0,0,0,0,100,0,0,"Unconsolidated"
"3956",0,0,0,0,0,100,0,0,"Unconsolidated"
"3957",0,0,0,0,0,100,0,0,"Unconsolidated"
"3958",0,0,0,0,0,100,0,0,"Unconsolidated"
"3959",0,0,0,0,0,100,0,0,"Unconsolidated"
"3960",0,0,0,0,0,100,0,0,"Unconsolidated"
"3961",0,0,0,0,0,100,0,0,"Unconsolidated"
"3962",0,0,0,0,0,100,0,0,"Unconsolidated"
"3963",0,0,0,0,0,100,0,0,"Unconsolidated"
"3964",0,0,0,0,0,100,0,0,"Unconsolidated"
"3965",0,0,0,0,0,100,0,0,"Unconsolidated"
"3966",0,0,0,0,0,100,0,0,"Unconsolidated"
"3967",0,0,0,0,0,100,0,0,"Unconsolidated"
"3968",0,0,0,0,0,100,0,0,"Unconsolidated"
"3969",0,0,0,0,0,100,0,0,"Unconsolidated"
"3970",0,0,0,0,0,100,0,0,"Unconsolidated"
"3971",0,0,0,0,0,100,0,0,"Unconsolidated"
"3972",0,0,0,0,0,100,0,0,"Unconsolidated"
"3973",4,0,0,0,0,92,0,4,"Unconsolidated"
"3974",4,0,0,0,0,96,0,0,"Unconsolidated"
"3975",0,0,0,0,0,88,0,12,"Unconsolidated"
"3976",4,0,0,0,0,76,0,20,"Unconsolidated"
"3977",12,0,0,0,0,84,0,4,"Unconsolidated"
"3978",0,0,0,0,0,92,0,0,"Unconsolidated"
"3979",20,0,0,0,0,80,0,0,"Unconsolidated"
"3980",20,0,0,0,0,80,0,0,"Unconsolidated"
"3981",4,0,0,0,0,96,0,0,"Unconsolidated"
"3982",8,4,4,0,0,60,4,16,"Unconsolidated"
"3983",8,12,4,0,0,60,8,8,"Unconsolidated"
"3984",8,8,0,0,0,40,0,36,"Unconsolidated"
"3985",20,0,0,0,0,68,0,12,"Unconsolidated"
"3986",40,0,0,0,0,60,0,0,"Unconsolidated"
"3987",0,0,0,0,0,92,0,8,"Unconsolidated"
"3988",4,0,0,0,0,96,0,0,"Unconsolidated"
"3989",4,0,0,0,0,80,8,8,"Unconsolidated"
"3990",4,20,0,0,0,68,0,8,"Unconsolidated"
"3991",0,0,0,0,0,80,0,20,"Unconsolidated"
"3992",0,0,0,0,0,100,0,0,"Unconsolidated"
"3993",0,4,8,0,0,84,0,4,"Unconsolidated"
"3994",4,16,0,0,0,60,8,12,"Unconsolidated"
"3995",4,20,0,0,0,68,0,8,"Unconsolidated"
"3996",20,8,0,0,0,60,0,12,"Unconsolidated"
"3997",20,0,0,0,0,72,0,8,"Unconsolidated"
"3998",28,16,0,0,0,36,0,20,"Unconsolidated"
"3999",4,4,0,0,0,92,0,0,"Unconsolidated"
"4000",12,0,0,0,0,64,0,24,"Unconsolidated"
"4001",0,0,0,0,0,92,0,8,"Unconsolidated"
"4002",8,0,0,0,0,92,0,0,"Unconsolidated"
"4003",8,0,0,0,0,92,0,0,"Unconsolidated"
"4004",0,0,0,0,0,100,0,0,"Unconsolidated"
"4005",0,0,0,0,0,100,0,0,"Unconsolidated"
"4006",0,0,0,0,0,100,0,0,"Unconsolidated"
"4007",0,0,0,0,0,100,0,0,"Unconsolidated"
"4008",0,0,0,0,0,100,0,0,"Unconsolidated"
"4009",0,0,0,0,0,100,0,0,"Unconsolidated"
"4010",0,0,0,0,0,100,0,0,"Unconsolidated"
"4011",0,0,0,0,0,100,0,0,"Unconsolidated"
"4012",0,0,0,0,0,100,0,0,"Unconsolidated"
"4013",4,0,0,0,0,92,0,4,"Unconsolidated"
"4014",4,0,0,0,0,96,0,0,"Unconsolidated"
"4015",0,0,0,0,0,100,0,0,"Unconsolidated"
"4016",0,0,0,0,0,100,0,0,"Unconsolidated"
"4017",0,0,0,0,0,100,0,0,"Unconsolidated"
"4018",0,0,0,0,0,100,0,0,"Unconsolidated"
"4019",0,0,0,0,0,100,0,0,"Unconsolidated"
"4020",0,0,0,0,0,96,0,4,"Unconsolidated"
"4021",0,0,0,0,0,100,0,0,"Unconsolidated"
"4022",0,0,0,0,0,100,0,0,"Unconsolidated"
"4023",8,0,0,0,0,92,0,0,"Unconsolidated"
"4024",4,8,0,0,0,88,0,0,"Unconsolidated"
"4025",4,0,0,0,0,88,0,8,"Unconsolidated"
"4026",0,0,0,0,0,92,0,8,"Unconsolidated"
"4027",4,0,0,0,0,96,0,0,"Unconsolidated"
"4028",0,0,0,0,0,100,0,0,"Unconsolidated"
"4029",0,0,0,0,0,100,0,0,"Unconsolidated"
"4030",0,0,0,0,0,100,0,0,"Unconsolidated"
"4031",0,0,0,0,0,76,0,24,"Unconsolidated"
"4032",0,0,0,0,0,96,0,0,"Unconsolidated"
"4033",0,0,0,0,0,100,0,0,"Unconsolidated"
"4034",0,0,0,0,0,88,0,12,"Unconsolidated"
"4035",0,0,0,0,0,100,0,0,"Unconsolidated"
"4036",0,0,0,0,0,96,0,0,"Unconsolidated"
"4037",0,0,0,0,0,100,0,0,"Unconsolidated"
"4038",0,0,0,0,0,100,0,0,"Unconsolidated"
"4039",0,0,4,0,0,96,0,0,"Unconsolidated"
"4040",0,0,0,0,0,52,0,0,"Unconsolidated"
"4041",0,0,0,0,0,88,0,0,"Unconsolidated"
"4042",0,0,0,0,0,88,12,0,"Unconsolidated"
"4043",0,0,0,0,0,100,0,0,"Unconsolidated"
"4044",0,0,0,0,0,88,0,4,"Unconsolidated"
"4045",0,0,0,0,0,92,0,0,"Unconsolidated"
"4046",0,0,0,0,0,96,0,4,"Unconsolidated"
"4047",0,0,0,0,0,100,0,0,"Unconsolidated"
"4048",0,0,0,0,0,36,0,0,"Unconsolidated"
"4049",8,0,0,0,0,88,0,0,"Unconsolidated"
"4050",0,0,0,0,0,96,0,4,"Unconsolidated"
"4051",4,0,0,0,0,80,0,12,"Unconsolidated"
"4052",0,0,0,0,0,96,0,4,"Unconsolidated"
"4053",12,0,0,0,0,76,0,12,"Unconsolidated"
"4054",20,0,0,0,0,76,0,4,"Unconsolidated"
"4055",0,0,0,0,0,88,0,4,"Unconsolidated"
"4056",0,4,0,0,0,48,0,48,"Unconsolidated"
"4057",16,0,0,0,0,44,0,40,"Unconsolidated"
"4058",16,8,0,0,0,40,4,32,"Unconsolidated"
"4059",12,0,0,0,0,88,0,0,"Unconsolidated"
"4060",0,0,0,0,0,100,0,0,"Unconsolidated"
"4061",0,0,0,0,0,100,0,0,"Unconsolidated"
"4062",0,0,0,0,0,100,0,0,"Unconsolidated"
"4063",0,0,0,0,0,96,0,4,"Unconsolidated"
"4064",0,0,0,0,0,96,0,4,"Unconsolidated"
"4065",4,0,0,0,0,92,0,4,"Unconsolidated"
"4066",20,0,0,0,0,80,0,0,"Unconsolidated"
"4067",8,0,0,0,0,84,0,8,"Unconsolidated"
"4068",0,0,0,0,0,100,0,0,"Unconsolidated"
"4069",0,0,0,0,0,84,0,16,"Unconsolidated"
"4070",0,0,0,0,0,92,0,8,"Unconsolidated"
"4071",12,0,0,0,0,88,0,0,"Unconsolidated"
"4072",0,0,0,0,0,88,0,12,"Unconsolidated"
"4073",0,0,0,0,0,100,0,0,"Unconsolidated"
"4074",0,0,0,0,0,64,0,0,"Unconsolidated"
